,Smiles,pIC50
2563,CC(C)(O)CN1CCN(c2cc3nc(Nc4cnn(C5CC5)c4Cl)ncc3cc2Cl)CC1,10.12
2568,Cc1c(Nc2ncc3ccc(C4(C#N)CC4)cc3n2)cnn1C1CCOCC1,9.15
2589,Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,7.85
2599,CC1(N2CCC(c3cc4cc(NC(=O)c5cnn(C6CC6)c5Cl)ncc4cc3Cl)CC2)COCC1O,10.09
2615,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccc(S(N)(=O)=O)cc4)c3c2)Cn2nnnc2N1C,9.15
2619,CC1=C(C(=O)Nc2ccn3cnc(C)c3c2)Cn2nnnc2N1C,5.87
2624,Cc1c(Nc2ncc3cc(Cl)c(N4C(=O)OC[C@H]4C)cc3n2)cnn1C1CCOCC1,9.35
0,Brc1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,7.296666666666667
1,Brc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,8.035
2,C1=C(c2c[nH]c3ncnc(N4CCOCC4)c23)CCCO1,6.95
3,C1=C(c2c[nH]c3ncnc(N4CCOCC4)c23)COCC1,6.734999999999999
4,C=CS(=O)(=O)Nc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,7.005
5,CC(=O)N(C)c1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,5.779999999999999
6,CC(=O)N1C(C)=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc21,5.9399999999999995
7,CC(=O)NC1CCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CC1,7.01
8,CC(=O)c1cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc2c1NC(C)C,7.165
9,CC(C)(C)c1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,6.833333333333333
10,CC(C)(O)C12CC(C1)N(c1cc(-n3ncc4ccc(-c5ccn[nH]5)cc43)ncn1)C2,7.913333333333333
11,CC(C)(O)C12CC(C1)N(c1cc(-n3ncc4ccc(C5(C#N)CC5(C)C)cc43)ncn1)C2,6.835
12,CC(C)(O)C12CC(C1)N(c1cc(-n3ncc4ccc(C5(C#N)CC5)cc43)ncn1)C2,7.685
13,CC(C)(O)C12CC(C1)N(c1cc(-n3ncc4ccc([C@]5(C#N)CC56CC6)cc43)ncn1)C2,9.280000000000001
14,CC(C)(O)[C@@H]1CCN(c2cc(-n3ncc4ccc(-c5ccn[nH]5)cc43)ncn2)C1,7.985
15,CC(C)(O)[C@@H]1CCN(c2cnc(C(F)(F)F)c(NC(=O)c3cccc(-c4cnn(C5CCC5)c4)n3)c2)C1,8.305
16,CC(C)(O)[C@@H]1CCN(c2cnc(C(F)(F)F)c(NC(=O)c3cccc(-c4cnn(CC(F)(F)F)c4)n3)c2)C1,8.575
17,CC(C)(O)[C@@H]1CCN(c2cnc(C(F)(F)F)c(NC(=O)c3cccc(-c4cnn(CC5(C(F)(F)F)CC5)c4)n3)c2)C1,8.809999999999999
18,CC(C)(O)[C@@H]1CCN(c2cnc(C(F)(F)F)c(NC(=O)c3cccc(-c4cnn(CC5CC5)c4)n3)c2)C1,8.735
19,CC(C)(Sc1ccc2nnc(-c3cccs3)n2n1)C(N)=O,5.5649999999999995
20,CC(C)C(Sc1ccc2nnc(-c3cccs3)n2n1)C(N)=O,6.0649999999999995
21,CC(C)Nc1c(-c2cnn(C)c2)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,5.675000000000001
22,CC(C)Nc1c(-c2nccs2)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,5.65
23,CC(C)Nc1c(C#N)cnc2cc(-c3ccc(Cl)s3)ccc12,7.075
24,CC(C)Nc1c(C#N)cnc2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)ccc12,7.49
25,CC(C)Nc1c(C#N)cnc2cc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)ccc12,7.82
26,CC(C)Nc1c(C#N)cnc2cc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)ccc12,7.925
27,CC(C)Nc1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,7.529999999999999
28,CC(C)Nc1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)nc3)ccc12,7.255000000000001
29,CC(C)Nc1c(C#N)cnc2cc(-c3cnn(C)c3)ccc12,8.225000000000001
30,CC(C)Nc1c(C#N)cnc2ccccc12,6.765000000000001
31,CC(C)Nc1c(C(N)=O)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,7.419999999999999
32,CC(C)Nc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,7.695
33,CC(C)Nc1c(C(N)=O)nnc2cc(-c3ccncc3)ccc12,7.8100000000000005
34,CC(C)Nc1c(C(N)=O)nnc2cc(-c3cn[nH]c3)ccc12,7.835
35,CC(C)Nc1c(C(N)=O)nnc2cc(-c3cnn(C)c3)ccc12,7.985
36,CC(C)Nc1c(C(N)=O)nnc2cc(-c3cnsc3)ccc12,7.775
37,CC(C)Nc1c(C(N)=O)nnc2cc(N3CCN(C)CC3)ccc12,7.255000000000001
38,CC(C)Nc1c(C(N)=O)nnc2cc(N3CCOCC3)ccc12,7.985
39,CC(C)Nc1c(C(N)=O)nnc2ccc(-c3ccncc3)cc12,7.35
40,CC(C)Nc1c(C(N)=O)nnc2ccc(-c3cn[nH]c3)cc12,8.65
41,CC(C)Nc1c(C(N)=O)nnc2ccc(-c3cnn(C)c3)cc12,6.395
42,CC(C)Nc1c(C2=NCCN2)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,4.045
43,CC(C)Oc1cc2c(-c3cc(N4CCN(S(C)(=O)=O)CC4)ncn3)n[nH]c2cc1F,8.03
44,CC(C)Oc1cc2c(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)n[nH]c2cc1F,8.1
45,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(F)(F)CC4)ncn3)c2c1,7.765000000000001
46,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC5(CCNC5=O)CC4)ncn3)c2c1,8.08
47,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(CCF)CC4)ncn3)c2c1,7.865
48,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCOCC4)ncn3)c2c1,7.784000000000001
49,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCO[C@H](C)C4)ncn3)c2c1,7.833333333333333
50,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC[S+]([O-])CC4)ncn3)c2c1,7.8100000000000005
51,CC(C)Oc1ccc2[nH]nc(-c3ccnc(N4CCC(n5cnnc5)CC4)c3)c2c1,7.41
52,CC(C)Oc1ccc2[nH]nc(-c3ccnc(N4CCN(C)C(=O)C4)c3)c2c1,7.62
53,CC(C)Oc1ccc2[nH]nc(-c3ccnc(N4CCN(C)CC4)c3)c2c1,8.013333333333334
54,CC(C)Oc1ccc2[nH]nc(-c3ccnc(N4CCN(S(C)(=O)=O)CC4)c3)c2c1,7.833333333333333
55,CC(C)Oc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1,8.123333333333333
56,CC(C)Oc1ccc2[nH]nc(-c3ccnc(N4C[C@@H](F)[C@H](F)C4)c3)c2c1,7.18
57,CC(C)c1ccc2nc(NC(=O)c3ccc(N4CCOCC4)cc3)sc2c1,5.805
58,CC(C)n1cc(-c2cc(-c3cc(Cl)cc(C(=O)N4CCOCC4)c3)cnc2N)nn1,6.234999999999999
59,CC(C)n1cc(-c2cc(-c3cc(Cl)cc(CN4CCOCC4)c3)cnc2N)nn1,6.165
60,CC(C)n1cc(-c2cc(-c3ccc(C(=O)N4CCOCC4)c(F)c3)cnc2N)nn1,6.265000000000001
61,CC(C)n1cc(-c2cc(-c3ccc(C(=O)N4CCOCC4)cc3)cnc2N)nn1,6.4
62,CC(C)n1cc(-c2cc(-c3ccc(CC(=O)N4CCOCC4)cc3)cnc2N)nn1,6.225
63,CC(C)n1cc(-c2cc(-c3ccc(CCN4CCOCC4)cc3)cnc2N)nn1,6.345
64,CC(C)n1cc(-c2cc(-c3ccc(CN4CCOCC4)c(Cl)c3)cnc2N)nn1,6.58
65,CC(C)n1cc(-c2cc(-c3ccc(CN4CCOCC4)c(F)c3)cnc2N)nn1,6.5649999999999995
66,CC(C)n1cc(-c2cc(-c3ccc(CN4CCOCC4)cc3)cnc2N)nn1,6.26
67,CC(C)n1cc(-c2cc(-c3ccc(F)c(CN4CCOCC4)c3)cnc2N)nn1,6.029999999999999
68,CC(C)n1cc(-c2cc(-c3ccc(N4CCOCC4)cc3)cnc2N)nn1,6.51
69,CC(C)n1cc(-c2cc(-c3ccc4c(c3)CCN4C)cnc2N)nn1,6.335
70,CC(C)n1cc(-c2cc(-c3ccc4c(ccn4C)c3)cnc2N)nn1,6.265
71,CC(C)n1cc(-c2cc(-c3cccc(C(=O)N4CCOCC4)c3)cnc2N)nn1,6.105
72,CC(C)n1cc(-c2cc(-c3cccc(CN4CCOCC4)c3)cnc2N)nn1,6.365
73,CC(C)n1cc(-c2nc(-c3ccc4c(c3)CCN4C)cnc2N)nn1,6.355
74,CC(Sc1ccc2nnc(-c3cccc(Cl)c3)n2n1)c1ccn[nH]1,5.9399999999999995
75,CC(Sc1ccc2nnc(-c3cccs3)n2n1)C(N)=O,6.616666666666667
76,CC(Sc1ccc2nnc(-c3cccs3)n2n1)c1nnco1,6.605
77,CC(c1ccc(NC(=O)c2cc(C3CC3)[nH]n2)cc1)N1CCOCC1,5.52
78,CC1(C)CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.77
79,CC1(C)CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,6.984999999999999
80,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCN(S(C)(=O)=O)CC5)ncn4)c3c2)CC1,8.246666666666668
81,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)CC1,8.36
82,CC1=C(C(=O)Nc2ccc3[nH]c(=O)n(C)c3c2)[C@@H](C)n2nnnc2N1C,6.390000000000001
83,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)Cn2nnnc2N1C,9.23
84,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccccc4)c3c2)C(C)(C)n2nnnc2N1C,7.332222222222222
85,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(N5CCOCC5)c4)c3c2)C(C)(C)n2nnnc2N1C,7.984444444444445
86,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(N5CCOCC5)c4)c3c2)Cn2nnnc2N1C,7.4174999999999995
87,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(N5CCOCC5)c4)c3c2)[C@@H](C)n2nnnc2N1C,8.1025
88,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccncc4)c3c2)Cn2nnnc2N1C,8.705
89,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccncc4)c3c2)[C@@H](C)n2nnnc2N1C,7.065
90,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4nc5ccccc5[nH]4)c3c2)Cn2nnnc2N1C,7.265
91,CC1=C(C(=O)Nc2ccc3[nH]nc(Br)c3c2)Cn2nnnc2N1C,7.819999999999999
92,CC1=C(C(=O)Nc2ccc3[nH]nc(C(N)=O)c3c2)Cn2nnnc2N1C,7.5600000000000005
93,CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)C(C)(C)n2nnnc2N1C,7.96
94,CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)Cn2nnnc2N1C,7.46
95,CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)[C@@H](C)n2nnnc2N1C,6.745
96,CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)[C@H](C)n2nnnc2N1C,6.6
97,CC1=C(C(=O)Nc2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)Cn2nnnc2N1C,7.744999999999999
98,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(C)(C)n2nnnc2N1C,6.904999999999999
99,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1C,6.895
100,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1C(=O)N(C)C,6.665
101,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1CCN1CCOCC1,5.27
102,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1c1ccccc1,8.415
103,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)[C@@H](C)n2nnnc2N1C,7.06
104,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)[C@H](C)n2nnnc2N1C,6.775
105,CC1=C(C(=O)Nc2ccc3c(N)nccc3c2)[C@@H](C)n2nnnc2N1C,7.08
106,CC1=C(C(=O)Nc2ccc3c(c2)C(=O)NC3=O)[C@@H](C)n2nnnc2N1C,6.404999999999999
107,CC1=C(C(=O)Nc2ccc3c(c2)CNC3=O)[C@@H](C)n2nnnc2N1C,6.635
108,CC1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.96
109,CC1CCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,7.22
110,CC1CCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CC1,6.8
111,CCC(Sc1ccc2nnc(-c3cccs3)n2n1)C(=O)OC,6.625
112,CCC1=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1C,6.4399999999999995
113,CCC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,7.115
114,CCCOc1ccc2nc(NC(=O)c3ccc(N4CCOCC4)cc3)sc2c1,5.705
115,CCCS(=O)(=O)Nc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,6.7
116,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,7.6850000000000005
117,CCN(CC)c1ncnc2[nH]cc(-c3cccc(C#N)c3)c12,7.136
118,CCN1C(C)=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc21,6.65
119,CCN1CCN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CC1,8.485
120,CCNc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,7.3
121,CCNc1nc(Nc2cc(F)c(C(=O)N3CCOCC3)cc2OC)ncc1C(F)(F)F,7.466666666666666
122,CCOc1cc(C(=O)N2CCN(C)CC2)ccc1Nc1nc(OCC)c2cc[nH]c2n1,7.45
123,CCOc1cc(C(=O)N2CCOCC2)ccc1Nc1nc(OCC)c2cc[nH]c2n1,7.35
124,CCOc1ccc(Nc2nc(N3CCOCC3)c3nc[nH]c3n2)cc1,6.455
125,CCOc1ccc2nc(NC(=O)c3ccc(N4CCOCC4)cc3)sc2c1,6.66
126,CCOc1nc(Nc2ccc(C(=O)N3CC4(COC4)C3)cc2OC)nc2[nH]ccc12,7.0
127,CCOc1nc(Nc2ccc(C(=O)N3CCC(F)CC3)cc2OC)nc2[nH]ccc12,7.35
128,CCOc1nc(Nc2ccc(C(=O)N3CCC4(CC3)CN(C)C4)cc2OC)nc2[nH]ccc12,7.699999999999999
129,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2)nc2[nH]ccc12,7.5
130,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2Cl)nc2[nH]ccc12,7.25
131,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2F)nc2[nH]ccc12,7.35
132,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2N(C)C)nc2[nH]ccc12,6.1
133,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2OC(C)C)nc2[nH]ccc12,7.2
134,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2OC)nc2[nH]ccc12,7.3
135,CCOc1nc(Nc2ccc(C(=O)N3CCN4CCC[C@@H]4C3)cc2OC)nc2[nH]ccc12,7.449999999999999
136,CCOc1nc(Nc2ccc(C(=O)N3CCN4CCC[C@H]4C3)cc2OC)nc2[nH]ccc12,7.8
137,CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)nc2[nH]ccc12,7.65
138,CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC(C)C)nc2[nH]ccc12,7.050000000000001
139,CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12,7.5
140,CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@@H]3C)cc2OC)nc2[nH]ccc12,7.55
141,CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@H]3C)cc2OC)nc2[nH]ccc12,7.449999999999999
142,CCOc1nc(Nc2ccc(C(=O)N3C[C@@H](C)O[C@@H](C)C3)cc2OC)nc2[nH]ccc12,6.95
143,CCOc1nc(Nc2ccc(C(=O)NCC(C)(C)O)cc2OC)nc2[nH]ccc12,7.4
144,CCS(=O)(=O)Nc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,6.7
145,CC[C@@H](C)Nc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,8.7
146,CCc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1ccc(S(N)(=O)=O)cc1,6.64
147,CCc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1,8.18
148,CCc1cc(-c2c[nH]nc2-c2ccncc2)ccc1-c1cccc(S(N)(=O)=O)c1,7.69
149,CCc1cc(-c2ccnc3[nH]cc(C#N)c23)ccc1CN1CCOCC1,7.205
150,CCc1cccc(-c2ccnc3[nH]cc(C#N)c23)c1,6.59
151,CCc1cccc(CC)c1N1CCn2cc(-c3nc(Nc4ccc(N5CCC(C(=O)N6CC7(CN(C)C7)C6)CC5)cc4OC)nc4[nH]ccc34)cc2C1=O,6.555
152,CCc1nc2cnc3ccc(Cl)cc3c2n1[C@@H]1CCO[C@H](CC#N)C1,8.025
153,CCn1c(NC(=O)c2ccnc(-n3ccnc3)c2)nc2ccccc21,6.51
154,CCn1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cn1,7.075
155,CCn1cc(-c2cccc(C(=O)Nc3cc(N4CC[C@@H](C(C)(C)O)C4)cnc3C(F)(F)F)n2)cn1,7.775
156,CN(C)C(=O)CCNc1ncnc2[nH]cc(-c3cccc(C#N)c3)c12,6.9399999999999995
157,CN(C)CC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,7.154999999999999
158,CN(C)c1c(C#N)c2c(N)ncnc2n1C,5.375
159,CN(C)c1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,7.635
160,CN(C)c1ccc(N=C2C(=O)Nc3ccccc32)cc1,5.465
161,CN(C)c1ncnc2[nH]cc(-c3cc(F)cc(C#N)c3)c12,6.84
162,CN(C)c1ncnc2[nH]cc(-c3cccc(C#N)c3)c12,7.6375
163,CN(C)c1ncnc2[nH]cc(-c3cccc(C#N)c3F)c12,7.995
164,CN(C)c1ncnc2[nH]cc(-c3cccc(CO)c3)c12,7.555
165,CN(C)c1ncnc2[nH]cc(-c3ccccc3)c12,7.305
166,CN(C)c1ncnc2[nH]cc(-c3cnn(C)c3)c12,7.359999999999999
167,CN(c1ccc2[nH]nc(-c3ccncc3)c2c1)c1ccc(C#N)cc1C#N,6.625
168,CN(c1ccccc1)c1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,6.455
169,CN1CCC2(CC1)CN(c1ncnc3[nH]cc(-c4cccc(C#N)c4)c13)CCO2,7.050000000000001
170,CN1CCCC(Nc2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.86
171,CN1CCN(c2c(C#N)cnc3cc(-c4ccc(S(C)(=O)=O)cc4)ccc23)CC1,6.734999999999999
172,CN1CCN(c2ccc(OCc3ccccc3)c(C(=O)Nc3cccnc3)c2)CC1,7.625
173,CN1CCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CC1,5.51
174,CN1CCc2cc(-c3cnc(N)c(-c4nnc(C5CC5)o4)c3)ccc21,6.08
175,CN1CCc2cc(-c3cnc(N)c(-c4nnc(C5CCNCC5)o4)c3)ccc21,6.04
176,CNC(=O)c1nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc2c1N[C@H](C)C1CC1,6.695
177,CNS(=O)(=O)c1ccc(-c2ccc3c(NC(C)C)c(C#N)cnc3c2)cc1,8.135000000000002
178,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8.36
179,CNc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,7.085
180,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)ncc1Cl,7.51
181,CNc1nc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)ncc1C(F)(F)F,7.725
182,CNc1ncnc2[nH]cc(-c3cccc(C#N)c3)c12,7.18
183,COC(=O)C(C)Sc1ccc2ncc(-c3cccs3)n2n1,7.5600000000000005
184,COC(=O)C(C)Sc1ccc2nnc(-c3cccs3)n2n1,6.484999999999999
185,COC(=O)[C@@H](C)Sc1ccc2nnc(-c3cccs3)n2n1,6.53
186,COC(=O)[C@H](C)Sc1ccc2nnc(-c3cccs3)n2n1,6.505
187,COC1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.955
188,COC1CCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CC1,6.215
189,COC1CN(c2cc(NC(=O)c3cccc(-c4cnn(C)c4)n3)c(C(F)(F)F)cn2)C1,8.05
190,COCC1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.84
191,COCC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,7.148333333333333
192,COCC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4F)c23)CCO1,6.82
193,COCCN1CCN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)CC1,7.965
194,COCCN1CCN(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1,6.8999999999999995
195,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCOCC4)ncn3)c2c1,8.035
196,CO[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)C[C@@H]1O,7.865
197,COc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1,7.279999999999999
198,COc1cc(-c2ccnc3[nH]cc(C#N)c23)ccc1CN1CCOCC1,6.425
199,COc1cc(-c2cnc(N)c(-c3cn(C(C)C)nn3)c2)ccc1C(=O)N1CCOCC1,7.029999999999999
200,COc1cc(-c2cnc(N)c(-c3cn(C(C)C)nn3)c2)ccc1CN1CCOCC1,7.050000000000001
201,COc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)cc2)ccn1,7.215
202,COc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,6.745
203,COc1cc(-c2n[nH]c3ccc(Nc4ccccc4C#N)cc23)ccn1,8.1
204,COc1cc(-c2n[nH]cc2-c2ccc(-c3cccc(S(N)(=O)=O)c3)cc2)ccn1,7.01
205,COc1cc(C#N)cc(-c2c[nH]c3ncnc(N(C)C)c23)c1,7.23
206,COc1cc(C#N)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.93
207,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,7.355714285714286
208,COc1cc(F)cc(-c2c[nH]c3ncnc(N(C)C)c23)c1,7.35
209,COc1cc(F)cc(-c2c[nH]c3ncnc(N4CCC(F)CC4)c23)c1,7.05
210,COc1cc(F)cc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)c1,7.48
211,COc1cc(F)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.875
212,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,7.7525
213,COc1cc(N2CCOCC2)ccc1Nc1ncc(F)c(Nc2ccccc2NS(C)(=O)=O)n1,8.540000000000001
214,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)CC(C)C)c3)c2cc1OC,6.83
215,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)CC(F)(F)F)c3)c2cc1OC,6.49
216,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)c4ccccc4)c3)c2cc1OC,7.03
217,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)c4cccs4)c3)c2cc1OC,6.86
218,COc1cc2ncnc(Nc3cccc(NS(C)(=O)=O)c3)c2cc1OC,6.725
219,COc1ccc(/N=C2\C(=O)Nc3ccccc32)cc1,5.645
220,COc1ccc(C#N)c(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c1,6.244999999999999
221,COc1ccc(C#N)cc1-c1c[nH]c2ncnc(N3CCC[C@H](C)C3)c12,7.484999999999999
222,COc1ccc(C#N)cc1-c1c[nH]c2ncnc(N3C[C@H](C)C[C@H](C)C3)c12,6.91
223,COc1ccc(C#N)cc1Sc1ccc2nnc(-c3cnn(C)c3)n2n1,6.4350000000000005
224,COc1ccc(Cl)cc1-c1c[nH]c2ncnc(N(C)C)c12,7.6899999999999995
225,COc1ccc(Cl)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.12
226,COc1ccc(Cl)cc1Sc1ccc2nnc(-c3cnn(C)c3)n2n1,6.86
227,COc1ccc(F)c(Cl)c1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.3100000000000005
228,COc1ccc(F)cc1-c1c[nH]c2ncnc(N(C)C)c12,7.925
229,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCC(F)CC3)c12,7.57
230,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCC3)c12,7.095000000000001
231,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCCC(F)C3)c12,7.640000000000001
232,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOC(c4noc(C)n4)C3)c12,7.35
233,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,8.075
234,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCO[C@@H](C)C3)c12,7.619999999999999
235,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CC[C@H](F)C3)c12,7.73
236,COc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c(C#N)c1,7.905
237,COc1ccc(OC)c(Oc2ccc3nnc(-c4ccccc4)n3n2)c1,6.195
238,COc1ccc(OC)c(Sc2ccc3nc(C)c(-c4cnn(C)c4)n3n2)c1,6.485
239,COc1ccc(OC)c(Sc2ccc3ncc(-c4cnn(C)c4)n3n2)c1,6.78
240,COc1ccc(OC)c(Sc2ccc3ncn(-c4cnn(C)c4)c3n2)c1,5.705
241,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccccc4)n3n2)c1,6.7775
